"Description","GeneRatio","p.adjust","Count","cluster","geneID"
"antimicrobial humoral immune response mediated by antimicrobial peptide",0.0109926715522985,0.0983162486620484,33,"II","cact/cad/spz/tub/Parp/Arf79F/pll/lwr/Cul1/IKKbeta/SkpA/Tak1/CG4325/Spt6/Uba2/Aos1/Ntf-2/Myd88/Sting/Gbp1/DMAP1/Herc4/mop/dgrn/puf/grass/key/scny/Tl/smt3/Doa/Drs/lola"
"homophilic cell adhesion via plasma membrane adhesion molecules",0.0106999554168524,0.00144544428191336,24,"III","Fas2/Fas3/fw/Con/tutl/CadN/klg/Cad96Ca/caps/wrapper/kirre/bdl/CG13506/CG7166/Cad88C/Cad89D/Cad96Cb/Cad99C/Cals/Dscam3/Cad86C/CadN2/CG44153/Dscam2"
"regulation of tube size",0.0106999554168524,0.0272233899068987,24,"III","Fas2/kkv/knk/Gli/Atpalpha/cora/sinu/pck/Nrx-IV/nrv2/Gasp/obst-A/bark/kune/Mmp1/crim/tnc/vari/mmy/serp/conv/rtv/verm/Nrg"
"amino acid transport",0.0106999554168524,0.0341595804057654,24,"III","w/Eaat2/Eaat1/CG15279/NAAT1/CG1628/sbm/Ucp4A/CG12531/VGlut/CG4995/CG1698/CG8785/VGAT/Ncc69/CG13248/ChT/KaiR1D/CG17119/CG1607/Gat/NKCC/Ih/CG43693"
"DNA-templated transcription elongation",0.0106595602931379,5.97417391181129e-06,32,"II","su(sable)/fs(1)h/RpII15/TfIIFalpha/TH1/TfIIFbeta/atms/Su(Tpl)/Atu/Cdk9/EloB/CycK/NELF-B/spt4/Spt6/Wdr82/Eaf/CG8569/thoc5/PCID2/Cdk12/Hpr1/hyx/Hexim/CG18600/EloA/Spt5/Usp10/CG40228/Larp7/Psf2/EloC"
"mitotic cell cycle checkpoint signaling",0.0106595602931379,1.2555195466027e-05,32,"II","mus101/mus304/Cdk1/B52/Dsor1/l(2)dtl/Mtor/lok/mre11/aurB/Bub3/Rad17/Mad1/Hus1-like/CG8173/Mnn1/CG5181/BuGZ/CG10336/CG15237/mms4/mad2/Cdc6/Tctp/mus81/Chro/tefu/Claspin/Zwilch/grp/CG43295/BubR1"
"positive regulation of smoothened signaling pathway",0.0106595602931379,8.52949696062599e-05,32,"II","bam/bur/Pka-C1/dco/smo/Su(var)2-10/mts/Rap1/tws/lwr/Uch-L5/CkIalpha/Ubc4/Tnpo/par-6/wdb/botv/Smurf/sotv/Usp7/UbcE2M/hyx/dlp/gish/cno/Pka-R1/Gprk1/nej/aPKC/Uba3/smt3/ttv"
"negative regulation of smoothened signaling pathway",0.0106595602931379,0.000255262477128307,32,"II","Pka-C1/cos/flw/fu/Gbeta13F/dco/Pp1-13C/Pp1alpha-96A/Su(dx)/mts/Su(fu)/Gug/eff/CkIalpha/Cul1/HDAC1/Pp4-19C/Roc1a/wdb/Ulp1/Smurf/PPP4R2r/Hrs/Nedd8/Herc4/UbcE2M/krz/Nedd4/Pka-R1/Pp2A-29B/pic/Uba3"
"Toll signaling pathway",0.0106595602931379,0.00528641267800506,32,"II","cact/ea/gd/gro/wek/ndl/snk/spz/tub/pll/lwr/Ulp1/Spn88Ea/Spn27A/Uba2/Aos1/cactin/Hrs/Myd88/Dcr-2/Herc4/mop/dgrn/puf/grass/krz/GNBP1/26-29-p/Tl/smt3/Traf6/Doa"
"regulation of protein stability",0.0106595602931379,0.01850406380661,32,"II","Abl/tws/lwr/eff/Cdc37/alien/Usp47/SkpA/CSN5/CSN4/CSN3/CSN1b/Ulp1/ric8a/CSN7/CSN6/Usp7/aph-1/Nedd8/Mlf/Vps35/ntc/CG7945/Rnf146/Skp2/Snx3/puf/krz/Bap170/CSN8/Sgt1/Ptp61F"
"negative regulation of protein modification process",0.0106595602931379,0.0308150170082225,32,"II","l(2)gl/dco/hyd/shi/sws/mts/svr/ash1/CycE/Wee1/HDAC1/Cbl/par-6/wdb/I-2/ics/CG14408/MKP-4/CG10376/CG9246/CG8441/CG8060/CG8209/SCCRO4/Hexim/CG17059/CG30496/endos/Pka-R1/gwl/Utx/CoRest"
"chromosome condensation",0.0103264490339773,0.00270962616954249,31,"II","aub/mod(mdg4)/Myb/spn-B/spn-E/Su(var)2-10/Pp1-87B/wapl/Top1/prod/glu/HDAC1/Mcm5/aurB/SkpA/Su(var)2-HP2/SMC2/ball/MBD-like/MTA1-like/baf/Mcm10/BigH1/Mink/His1:CG33861/gwl/Incenp/Psf2/Mi-2/Topors/Top2"
"regulation of proteasomal ubiquitin-dependent protein catabolic process",0.0103264490339773,0.0040933246989485,31,"II","Pka-C1/fzy/eIF4A/dco/sina/poe/CkIalpha/Cul1/Usp47/ari-1/EloB/SkpA/Roc1a/Axn/Apc2/CSN5/CSN4/Tnks/UbcE2H/Ufd4/Pomp/Cul2/PI31/muskelin/Usp5/CG8209/Rnf146/Kcmf1/wds/CG32039/ebi"
"positive regulation of proteolysis involved in protein catabolic process",0.0103264490339773,0.00572085074228574,31,"II","Pka-C1/fzy/eIF4A/dco/sina/pll/poe/CkIalpha/Cul1/ari-1/EloB/SkpA/Roc1a/Axn/Apc2/Tnks/UbcE2H/CG8974/Ufd4/Pomp/Cul2/PI31/muskelin/CG8405/Usp5/Rnf146/Kcmf1/sip3/wds/scny/ebi"
"vesicle-mediated transport to the plasma membrane",0.0103264490339773,0.0153005514835824,31,"II","dor/Klp61F/Arf79F/nuf/Rho1/Rab11/Rab14/AP-1mu/fidipidine/Crag/Arfrp1/Gga/Rab35/Hrs/Vps53/Vps51/Vps35/wls/mop/CG11753/CG9356/Snx3/CG5447/CG31495/gish/Rab8/scrib/Sec3/Sec15/Snap24/sau"
"tight junction assembly",0.0102541239411502,0.000758720910210658,23,"III","Gli/Atpalpha/sinu/pck/Nrx-IV/nrv2/wun/Tsp2A/moody/bark/kune/CG13704/crim/Tsf2/CG9628/Ssk/M6/mesh/vari/bou/sdt/Nrg/CG44325"
"tight junction organization",0.0102541239411502,0.000758720910210658,23,"III","Gli/Atpalpha/sinu/pck/Nrx-IV/nrv2/wun/Tsp2A/moody/bark/kune/CG13704/crim/Tsf2/CG9628/Ssk/M6/mesh/vari/bou/sdt/Nrg/CG44325"
"sensory perception of smell",0.0102541239411502,0.00418905222718855,23,"III","eag/if/Klp64D/mew/Oct-TyrR/TkR99D/Obp28a/Dyrk2/geko/Ir25a/Obp44a/Obp56a/Obp56d/Or71a/ATP8B/Obp99a/Obp99c/Obp99d/Obp99b/Obp83g/Obp83ef/Obp83cd/pdm3"
"synaptic target recognition",0.0102541239411502,0.0197258892282836,23,"III","Fas3/Glt/Gli/Con/hig/Wnt4/tutl/Nrx-IV/NetB/CG7179/CG6867/Drl-2/wdp/CG12004/slow/CG6024/tey/robo3/Pvf3/dpr12/pot/nrm/Sema2b"
"regulation of tube size, open tracheal system",0.0102541239411502,0.0197258892282836,23,"III","Fas2/kkv/knk/Gli/Atpalpha/cora/sinu/pck/Nrx-IV/nrv2/Gasp/obst-A/bark/kune/Mmp1/crim/vari/mmy/serp/conv/rtv/verm/Nrg"
"circadian sleep/wake cycle",0.0102541239411502,0.0197258892282836,23,"III","Sh/5-HT1A/Rdl/rho/tim/Acer/Clk/Pdf/Oamb/cry/Dh31/sand/DAT/ITP/rho-5/qvr/Pdfr/TfAP-2/Shab/Ih/CrebB/Dop1R2/lncRNA:yar"
"regulation of cell fate specification",0.0102523659305994,0.000187819921523793,13,"I","Abd-B/aop/eya/Dr/hth/pnt/ttk/chn/bun/salm/mid/S6kII/wg"
"triglyceride homeostasis",0.0102523659305994,0.00158243422786866,13,"I","hep/Hr96/ktub/snz/Lst/Fatp3/Ppat-Dpck/Lztr1/Ppcs/hppy/Fatp1/FASN1/InR"
"lumen formation, open tracheal system",0.0102523659305994,0.00296197473562758,13,"I","Egfr/shot/CCT3/Rbcn-3A/gammaCOP/Dhc64C/Sec23/Sec24CD/garz/Mtp/btsz/Sac1/btl"
"glucose metabolic process",0.0102523659305994,0.0110841934681598,13,"I","Eno/Gapdh2/Pepck1/Pfk/Pgi/babo/PhKgamma/PCB/Pepck2/CG10467/Lztr1/CG32444/Tpi"
"positive regulation of translation",0.0102523659305994,0.0311864221470465,13,"I","png/waw/RNaseZ/Fmr1/CG3862/rswl/CNBP/CG4612/Larp4B/mTerf3/larp/eIF2gamma/vas"
"germ cell migration",0.0102523659305994,0.0516170047115633,13,"I","abd-A/Abd-B/dpp/opa/srp/trx/zfh1/hh/foi/wun2/Tre1/mim/Invadolysin"
"regulation of insulin receptor signaling pathway",0.0102523659305994,0.0608649134009091,13,"I","Hsp83/ImpL2/Tor/Fmr1/rictor/Sin1/Mkp3/srl/step/Mob4/Lpin/Ns3/PRAS40"
"regulation of cell projection assembly",0.0102523659305994,0.0705080911571112,13,"I","hep/shot/ssh/Cep97/C1GalTA/kon/Cnb/twf/SCAR/Gorab/psidin/pico/PsGEF"
"regulation of plasma membrane bounded cell projection assembly",0.0102523659305994,0.0705080911571112,13,"I","hep/shot/ssh/Cep97/C1GalTA/kon/Cnb/twf/SCAR/Gorab/psidin/pico/PsGEF"
"positive regulation of apoptotic process",0.0102523659305994,0.0906310876351312,13,"I","Abd-B/ft/hid/ex/wts/Pi3K59F/SCCRO3/Drak/sav/Clbn/kibra/hppy/rdx"
"regulation of axonogenesis",0.0102523659305994,0.0906310876351312,13,"I","pros/Sema1a/fra/shot/Vang/fz2/RhoGEF2/stan/Fmr1/ssh/HUWE1/Sema5c/btl"
"mRNA export from nucleus",0.00999333777481679,6.82008983804227e-09,30,"II","e(y)2/sbr/Ref1/Mtor/Hel25E/Cbp80/Dbp80/mbo/Nup93-1/Nxt1/CG9915/CG18259/CG6961/tho2/Gle1/thoc5/thoc7/ZC3H3/PCID2/thoc6/nxf2/Hpr1/CG8149/Nup93-2/Nup133/Nup160/Nxf3/sqd/Rpb4/Sem1"
"DNA integrity checkpoint signaling",0.00999333777481679,8.52949696062599e-05,30,"II","dup/mus101/mus304/Cdk1/Dsor1/l(2)dtl/mof/lok/Gcn2/14-3-3epsilon/mre11/Rad17/Hus1-like/CG8173/Mnn1/CG10336/mms4/Cdc6/Tctp/timeout/CG5466/mus81/armi/tefu/Claspin/RfC4/grp/nej/CG43295/gpp"
"nucleosome organization",0.00999333777481679,0.00125274874561095,30,"II","E(bx)/E(Pc)/His3.3B/Iswi/Arp6/Set/Nap1/dom/Df31/Tip60/CG8677/MRG15/CG5815/Spt6/asf1/Caf1-180/CG31917/Daxx/Gas41/YL-1/MrgBP/DMAP1/enok/BigH1/Brd8/rept/pont/His1:CG33861/Mi-2/Caf1-55"
"intracellular mRNA localization involved in anterior/posterior axis specification",0.00999333777481679,0.0361872780193242,30,"II","aub/Pka-C1/chic/cup/fs(1)K10/mago/spir/spn-E/Sry-delta/stau/swa/Tm1/Hrb27C/enc/orb/Syx1A/Rab11/mael/asun/DCTN2-p50/Vps25/Grip75/tsu/DCP1/CG7483/spn-F/sqd/jvl/rump/Ge-1"
"protein localization to plasma membrane",0.00999333777481679,0.0361872780193242,30,"II","arm/shi/smo/Klp61F/Cdc42/Arf79F/CG10939/Ank/Rab10/Rab11/Crag/Arfrp1/Rab35/Hyccin/Vps35/Herc4/wls/CG11753/CG9356/CG5447/CG31495/Bsg/aPKC/Rab8/scrib/Vti1b/smt3/Sec15/sau/dop"
"intracellular mRNA localization involved in pattern specification process",0.00999333777481679,0.0724778126493171,30,"II","aub/Pka-C1/chic/cup/fs(1)K10/mago/spir/spn-E/Sry-delta/stau/swa/Tm1/Hrb27C/enc/orb/Syx1A/Rab11/mael/asun/DCTN2-p50/Vps25/Grip75/tsu/DCP1/CG7483/spn-F/sqd/jvl/rump/Ge-1"
"cytosolic transport",0.00999333777481679,0.0908081570057414,30,"II","Abl/dor/g/Dcp-1/cpb/Vps26/Rme-8/Lis-1/Rab14/Nup154/Vps29/Hrs/Vps53/IPIP/Snx6/Rab9/Vps51/Vps35/Arl5/mop/CG4074/CG11753/GCC185/Snx3/SIDL/CG6005/Lrrk/CG33635/Vti1a/Vti1b"
"neuropeptide signaling pathway",0.00980829246544806,0.00464320462279498,22,"III","rk/TkR99D/Ms/AstA/Pdf/CCKLR-17D3/CG13995/sNPF/CCHa2-R/ITP/Nplp1/MsR1/FMRFaR/CrzR/Mip/AstC-R2/sNPF-R/NPFR/CCHa2/CG32547/Pdfr/AstA-R1"
"regulation of ion transmembrane transport",0.00980829246544806,0.0193022144115899,22,"III","eag/nrv2/CG7781/CG14275/atilla/CG9336/CG9338/CG6329/levy/crim/CG31676/Rgk2/Rgk3/Sec61alpha/Ca-beta/qvr/stj/rtv/Stacl/dysc/Rgk1/Neto"
"regulation of transmembrane transport",0.00980829246544806,0.0253692555396327,22,"III","eag/nrv2/CG7781/CG14275/atilla/CG9336/CG9338/CG6329/levy/crim/CG31676/Rgk2/Rgk3/Sec61alpha/Ca-beta/qvr/stj/rtv/Stacl/dysc/Rgk1/Neto"
"second-messenger-mediated signaling",0.00980829246544806,0.0822586239927624,22,"III","Ca-alpha1D/up/CanB/Gyc32E/Nos/Gycalpha99B/Gycbeta100B/P32/CG10738/Gyc88E/Gyc89Db/Cad99C/CG34357/Nox/CG42260/Pde9/5PtaseI/Pdfr/CngA/Cngl/rdgC/CngB"
"mitotic cytokinesis",0.00966022651565623,0.0020361846186277,29,"II","Act5C/chic/CycB/sti/Myb/shi/Arf79F/dia/tsr/Arp53D/Syx1A/pnut/Rho1/CycB3/Pkn/aurB/JTBR/Rok/Apc2/Rab35/Mink/Synd/ALiX/tum/alphaSnap/Incenp/scra/Det/sau"
"post-transcriptional gene silencing by RNA",0.00966022651565623,0.00694879409796994,29,"II","aub/g/rb/spn-E/me31B/Rox8/hdc/Taf11/Tis11/mael/Cbp80/Cbp20/CG5877/Gas41/Ars2/CG6701/Dcr-2/DCP1/ppk29/blanks/Helz/CRIF/Iru/pasha/armi/Atx2/gw/AGO1/Ge-1"
"positive regulation of ubiquitin-dependent protein catabolic process",0.00966022651565623,0.00694879409796994,29,"II","Pka-C1/fzy/eIF4A/dco/sina/pll/poe/CkIalpha/Cul1/ari-1/EloB/SkpA/Roc1a/Axn/Apc2/Tnks/UbcE2H/CG8974/Ufd4/Pomp/Cul2/PI31/muskelin/Usp5/Rnf146/Kcmf1/sip3/wds/ebi"
"response to virus",0.00966022651565623,0.0185171288160069,29,"II","Mtr4/Ras85D/rl/me31B/B52/hop/Dsor1/ksr/Stat92E/Cdk9/IKKbeta/Tak1/r2d2/CG10333/Sting/Dcr-2/Atg7/Atg18a/FoxK/CRIF/Rrp6/Nup98-96/Dis3/G9a/key/vir-1/CG30424/Tl/Traf6"
"positive regulation of Wnt signaling pathway",0.00966022651565623,0.0318730166689003,29,"II","flw/dco/hyd/Pp1alpha-96A/Pp1-87B/mts/tws/Eip63E/Ssdp/Usp47/spen/CtBP/Tnks/botv/Nulp1/sotv/Nek2/CycY/Gint3/Vps35/wls/Rnf146/hyx/pont/dlp/gish/nej/ttv/RpS12"
"regulation of RNA stability",0.00966022651565623,0.0318730166689003,29,"II","aub/pum/spn-E/me31B/piwi/Tis11/smg/Rga/Nab2/CG1677/PAN2/DCP1/PAN3/CG9705/Suv3/CG2091/Smg6/Ythdf/Rpb7/CG31643/CG31759/gw/Not1/AGO3/AGO1/Rpb4/Patr-1/rump/Ge-1"
"positive regulation of protein localization",0.00966022651565623,0.0318730166689003,29,"II","Abl/dor/smo/Klp61F/Parp/tsr/Mtor/Rab11/Nup154/Crag/Rep/Akap200/JhI-21/Lnk/Aladin/Rab35/papi/Hrs/Vps35/Herc4/wls/mop/Snx3/p53/Nup358/tral/Haspin/Hip14/smt3"
"regulation of nuclear division",0.00966022651565623,0.0401363260537275,29,"II","CycA/Myb/Mtor/Lis-1/14-3-3epsilon/aurB/Bub3/Cdc16/dgt4/Mad1/Hus1-like/Nek2/BuGZ/CG15237/dgt5/dgt3/mad2/dgt6/ago/Chro/pch2/Zwilch/endos/lmgA/bora/gwl/nej/Xpd/BubR1"
"histone methylation",0.00966022651565623,0.0515269800345171,29,"II","ash2/Su(var)205/ash1/atms/BEAF-32/HDAC1/csul/trr/MRG15/CG3909/Set2/Mnn1/Wdr82/Dpy-30L1/Rtf1/CG9899/Rbbp5/Art4/Art1/CG4565/CG5466/Set1/wds/G9a/egg/Utx/CoRest/nej/gpp"
"positive regulation of neuroblast proliferation",0.00946372239747634,0.000612676108315358,12,"I","Hsp83/E(spl)mgamma-HLH/pros/hh/dpn/babo/klu/Dap160/Fmr1/bun/Mob4/InR"
"positive regulation of cell adhesion",0.00946372239747634,0.000612676108315358,12,"I","robo2/peb/Ten-m/robo1/Ret/wash/FAM21/Strump/Sec23/Sec24CD/sli/Ten-a"
"positive regulation of neural precursor cell proliferation",0.00946372239747634,0.000982046873871666,12,"I","Hsp83/E(spl)mgamma-HLH/pros/hh/dpn/babo/klu/Dap160/Fmr1/bun/Mob4/InR"
"anterior/posterior pattern specification, imaginal disc",0.00946372239747634,0.00203140451949174,12,"I","abd-A/Abd-B/dpp/en/inv/shn/ptc/hh/ci/boi/Ptip/wg"
"pole cell development",0.00946372239747634,0.00390307957874843,12,"I","cort/tud/gcl/RhoGEF2/tacc/Fmr1/Dcr-1/wun2/Lasp/MCPH1/Dhc64C/lost"
"formation of primary germ layer",0.00946372239747634,0.0117354647266848,12,"I","abd-A/dpp/fkh/mam/slp1/srp/stumps/mthl1/ths/pan/jeb/sli"
"cuticle pattern formation",0.00946372239747634,0.0117354647266848,12,"I","ovo/CrebA/ci/Apc/fz2/WASp/Sec13/SoxN/boi/pan/Sec23/wg"
"glycogen metabolic process",0.00946372239747634,0.0235931812099675,12,"I","babo/PhKgamma/Hr96/CG7766/Atg9/UGP/Gbs-76A/Atg17/Lztr1/Atg2/Atg6/FASN1"
"cellular glucan metabolic process",0.00946372239747634,0.0235931812099675,12,"I","babo/PhKgamma/Hr96/CG7766/Atg9/UGP/Gbs-76A/Atg17/Lztr1/Atg2/Atg6/FASN1"
"energy reserve metabolic process",0.00946372239747634,0.0235931812099675,12,"I","babo/PhKgamma/Hr96/CG7766/Atg9/UGP/Gbs-76A/Atg17/Lztr1/Atg2/Atg6/FASN1"
"glucan metabolic process",0.00946372239747634,0.0235931812099675,12,"I","babo/PhKgamma/Hr96/CG7766/Atg9/UGP/Gbs-76A/Atg17/Lztr1/Atg2/Atg6/FASN1"
"glial cell migration",0.00946372239747634,0.0292525137056842,12,"I","Ama/so/hh/ey/fra/bnl/ths/unc-5/spin/fzr/sli/btl"
"fibroblast growth factor receptor signaling pathway",0.00946372239747634,0.0292525137056842,12,"I","aop/Sos/pnt/Ptp4E/bnl/sty/Shc/stumps/CG13398/ths/grh/btl"
"cellular response to fibroblast growth factor stimulus",0.00946372239747634,0.0292525137056842,12,"I","aop/Sos/pnt/Ptp4E/bnl/sty/Shc/stumps/CG13398/ths/grh/btl"
"vascular endothelial growth factor receptor signaling pathway",0.00946372239747634,0.0292525137056842,12,"I","aop/Sos/Ptp4E/hep/Akt1/Shc/mbc/Tor/slpr/Vav/PRAS40/S6k"
"response to fibroblast growth factor",0.00946372239747634,0.0292525137056842,12,"I","aop/Sos/pnt/Ptp4E/bnl/sty/Shc/stumps/CG13398/ths/grh/btl"
"response to unfolded protein",0.00946372239747634,0.0354289069245493,12,"I","Hsc70-3/Hsc70-5/Hsp68/Hsp70Ba/Hsp70Ba/Trap1/Herp/Edem2/CG4603/REPTOR/CG2126/Hsp70Bbb"
"glial cell differentiation",0.00946372239747634,0.0422202527391135,12,"I","Dr/pros/Pex1/gcm/sty/gcm2/stumps/ths/spin/salm/vnd/fzr"
"negative regulation of Wnt signaling pathway",0.00946372239747634,0.0499204833509664,12,"I","aop/nkd/otk/wts/phyl/Apc/crol/Sin3A/fz4/SoxN/HUWE1/Duba"
"mitotic cell cycle, embryonic",0.00946372239747634,0.0499204833509664,12,"I","E(z)/png/Pc/mei-41/ph-d/ph-p/Fmr1/Ctf4/Dcr-1/MCPH1/larp/Asx"
"polysaccharide metabolic process",0.00946372239747634,0.0702747879760847,12,"I","babo/PhKgamma/Hr96/CG7766/Atg9/UGP/Gbs-76A/Atg17/Lztr1/Atg2/Atg6/FASN1"
"cellular polysaccharide metabolic process",0.00946372239747634,0.0702747879760847,12,"I","babo/PhKgamma/Hr96/CG7766/Atg9/UGP/Gbs-76A/Atg17/Lztr1/Atg2/Atg6/FASN1"
"regulation of multicellular organism growth",0.00946372239747634,0.0908294292600165,12,"I","fkh/ey/Akt1/Nf1/p38b/sav/step/Myc/Rabex-5/Hr4/btsz/InR"
"regulation of epidermal growth factor receptor signaling pathway",0.00946372239747634,0.0908294292600165,12,"I","Ama/Ptp4E/CanA1/sty/edl/rno/Mkp3/Vav/Socs36E/step/tay/hppy"
"regulation of cellular response to insulin stimulus",0.00946372239747634,0.0908294292600165,12,"I","Hsp83/ImpL2/Tor/Fmr1/rictor/Sin1/Mkp3/srl/step/Mob4/Lpin/PRAS40"
"regulation of ERBB signaling pathway",0.00946372239747634,0.0908294292600165,12,"I","Ama/Ptp4E/CanA1/sty/edl/rno/Mkp3/Vav/Socs36E/step/tay/hppy"
"regulation of transmembrane transporter activity",0.00936246098974588,0.00431700631282135,21,"III","eag/nrv2/CG7781/CG14275/atilla/CG9336/CG9338/CG6329/levy/crim/CG31676/Rgk2/Rgk3/Ca-beta/qvr/stj/rtv/Stacl/dysc/Rgk1/Neto"
"regulation of transporter activity",0.00936246098974588,0.00431700631282135,21,"III","eag/nrv2/CG7781/CG14275/atilla/CG9336/CG9338/CG6329/levy/crim/CG31676/Rgk2/Rgk3/Ca-beta/qvr/stj/rtv/Stacl/dysc/Rgk1/Neto"
"regulation of ion transmembrane transporter activity",0.00936246098974588,0.00431700631282135,21,"III","eag/nrv2/CG7781/CG14275/atilla/CG9336/CG9338/CG6329/levy/crim/CG31676/Rgk2/Rgk3/Ca-beta/qvr/stj/rtv/Stacl/dysc/Rgk1/Neto"
"regulation of circadian sleep/wake cycle",0.00936246098974588,0.0243588528852983,21,"III","Sh/5-HT1A/Rdl/rho/tim/Acer/Clk/Pdf/Oamb/cry/Dh31/sand/rho-5/qvr/Pdfr/TfAP-2/Shab/Ih/CrebB/Dop1R2/lncRNA:yar"
"regulation of cation transmembrane transport",0.00936246098974588,0.0243588528852983,21,"III","eag/nrv2/CG7781/CG14275/atilla/CG9336/CG9338/CG6329/levy/crim/CG31676/Rgk2/Rgk3/Sec61alpha/Ca-beta/qvr/stj/rtv/Stacl/Rgk1/Neto"
"feeding behavior",0.00936246098974588,0.0411065336688877,21,"III","Galphas/Poxn/rut/sm/Rac2/ppk/SPARC/Dh31/AstC/sNPF/ITP/Lkr/Mip/sNPF-R/NPFR/dpr1/mtt/pain/TfAP-2/CrebB/lov"
"apical junction assembly",0.00936246098974588,0.0411065336688877,21,"III","Gli/Atpalpha/sinu/pck/Nrx-IV/nrv2/wun/Tsp2A/moody/kune/CG13704/crim/Tsf2/CG9628/Ssk/mesh/vari/bou/sdt/Nrg/CG44325"
"alpha-amino acid catabolic process",0.00936246098974588,0.0669312714250978,21,"III","Hn/v/Gad1/Nos/Faa/CG17896/ppl/CG7860/CG6415/Sardh/CG5493/CG6638/CG10361/CG7430/Hpd/P5CDh1/CG3999/CG5044/CG10184/hgo/Mccc2"
"G2/M transition of mitotic cell cycle",0.00932711525649567,0.000510793858246915,28,"II","twe/mus101/mus304/Myb/Cdk1/Dsor1/Wee1/l(2)dtl/CycB3/mre11/Rad17/Hus1-like/Aven/Sap30/JMJD5/Mfap1/Cdc6/PEK/Tctp/CG5003/p115/tefu/Prp38/Claspin/CG34025/grp/Xpd/CG43295"
"signal transduction in response to DNA damage",0.00932711525649567,0.000510793858246915,28,"II","mus101/mus304/Cdk1/Dsor1/l(2)dtl/mof/lok/Gcn2/14-3-3epsilon/mre11/Rad17/Hus1-like/CG8173/Mnn1/CG10336/mms4/Tctp/timeout/CG5466/p53/mus81/armi/tefu/Claspin/RfC4/grp/CG43295/gpp"
"maturation of SSU-rRNA",0.00932711525649567,0.000866171841289327,28,"II","kz/RpS14a/RpS14a/l(3)07882/RpS21/CG3071/Sas10/CG2260/CG7246/RpS28b/CG3008/CG11030/RpS16/CG3735/CG16753/RIOK1/CG5645/CG7275/CG7728/CG5589/CG9300/Tsr1/CG8461/RpS8/CG32409/CG32706/l(2)k09022/l(2)34Fd"
"cell cycle G2/M phase transition",0.00932711525649567,0.00140941140523232,28,"II","twe/mus101/mus304/Myb/Cdk1/Dsor1/Wee1/l(2)dtl/CycB3/mre11/Rad17/Hus1-like/Aven/Sap30/JMJD5/Mfap1/Cdc6/PEK/Tctp/CG5003/p115/tefu/Prp38/Claspin/CG34025/grp/Xpd/CG43295"
"protein deubiquitination",0.00932711525649567,0.00514721628677087,28,"II","bam/bur/e(y)2/faf/Uch/Uch-L5/not/Usp47/Usp1/Usp16-45/Usp30/Usp7/Usp39/CG7332/CG4968/eIF3f2/CG7222/CG9062/DUBAI/Usp5/CG8209/Sgf11/eIF3f1/Usp12-46/puf/CG2224/Usp10/scny"
"mRNA 3'-end processing",0.00932711525649567,0.00514721628677087,28,"II","su(f)/B52/orb/Rsf1/Clp/Srp54/Cpsf160/CstF64/Cpsf100/Nab2/x16/Lsm11/FLASH/cbc/CG4266/CG9018/Cpsf6/ZC3H3/Suv3/Fip1/Tailor/hyx/Gld2/CstF50/Wdr33/Rbp1/Rpb4/SF2"
"positive regulation of proteasomal protein catabolic process",0.00932711525649567,0.00747823186432165,28,"II","Pka-C1/fzy/eIF4A/dco/sina/poe/CkIalpha/Cul1/ari-1/EloB/SkpA/Roc1a/Axn/Apc2/Tnks/UbcE2H/Ufd4/Pomp/Cul2/PI31/muskelin/CG8405/Usp5/Rnf146/Kcmf1/wds/scny/ebi"
"establishment of cell polarity",0.00932711525649567,0.090227643933425,28,"II","asp/aurA/baz/cta/dsh/Galphai/Gbeta13F/dlg1/l(2)gl/mud/yrt/mts/Rac1/Cdc42/ctp/Lis-1/Ran/par-6/ana2/Klp10A/TBCB/Slik/nudE/Lkb1/pins/cno/aPKC/scrib"
"DNA damage checkpoint signaling",0.00899400399733511,0.000277053852136851,27,"II","mus101/mus304/Cdk1/Dsor1/l(2)dtl/mof/lok/Gcn2/14-3-3epsilon/mre11/Rad17/Hus1-like/CG8173/Mnn1/CG10336/mms4/Tctp/timeout/CG5466/mus81/armi/tefu/Claspin/RfC4/grp/CG43295/gpp"
"defense response to virus",0.00899400399733511,0.00798387661583053,27,"II","Mtr4/Ras85D/rl/me31B/B52/hop/Dsor1/ksr/Stat92E/Cdk9/IKKbeta/Tak1/r2d2/CG10333/Sting/Dcr-2/Atg7/Atg18a/FoxK/Rrp6/Nup98-96/Dis3/G9a/key/vir-1/CG30424/Traf6"
"defense response to symbiont",0.00899400399733511,0.00798387661583053,27,"II","Mtr4/Ras85D/rl/me31B/B52/hop/Dsor1/ksr/Stat92E/Cdk9/IKKbeta/Tak1/r2d2/CG10333/Sting/Dcr-2/Atg7/Atg18a/FoxK/Rrp6/Nup98-96/Dis3/G9a/key/vir-1/CG30424/Traf6"
"regulation of Toll signaling pathway",0.00899400399733511,0.0112897728699488,27,"II","cact/ea/gd/gro/ndl/snk/spz/lwr/Ulp1/Spn88Ea/Spn27A/Uba2/Aos1/cactin/Hrs/Dcr-2/Herc4/mop/dgrn/puf/grass/krz/GNBP1/26-29-p/smt3/Traf6/Doa"
"morphogenesis of follicular epithelium",0.00899400399733511,0.022182036557548,27,"II","awd/brn/csw/grk/egh/dlg1/l(2)gl/Sce/orb/Parp/Dp/alien/Cbl/lig/CSN5/CSN4/CSN3/CSN1b/CSN7/CSN6/Cul2/Cip4/aPKC/Src64B/scrib/sqd/spoon"
